ID,name,s4CuId,s4CuType,s4TaskListId,s4ObjNr
9d55240c-471b-46bb-b9f6-f281775351e1,"Pole, Wood, 100', CLH1",EOHXPL_WP__554380,"Pole, Wood, 100', CLH1",00003881,CU00000000000014013067
9b736531-5728-4b6f-ac85-692f8026611e,"Pole, Wood, 50', CLH3",EOH_PL_WP__305122,"Pole, Wood, 50', CLH3",00014950,CU00000000000067327453
e8c8dda5-a885-4205-aa5f-e75268c64462,"Pole, Wood, 95', CL2",EOH_PL_WP__305244,"Pole, Wood, 95', CL2",00015165,CU00000000000068921973
2e65c15f-f4fb-4339-ae4a-dd18516f0325,"Pole, Wood, 105', CLH3",EOH_PL_WP__305266,"Pole, Wood, 105', CLH3",00015166,CU00000000000068921998
6a175f9e-d95e-4cdd-b1ae-4d67a1de75a6,"Pole, Wood, 105', CL1",EOH_PL_WP__305267,"Pole, Wood, 105', CL1",00015167,CU00000000000068921999
0ad5eb4b-ba8b-43fb-9fc9-355c2699cb00,"Pole, Wood, 100', CL1",EOH_PL_WP__305268,"Pole, Wood, 100', CL1",00015168,CU00000000000068922000
c35939d8-b214-4cec-9821-dbef32ae4cdc,"Pole, Wood, 100', CL2",EOH_PL_WP__305269,"Pole, Wood, 100', CL2",00015169,CU00000000000068922001
79929c68-d9d7-439d-b726-8755043daa7c,"Pole, Wood, 100', CLH3",EOH_PL_WP__305270,"Pole, Wood, 100', CLH3",00015170,CU00000000000068922002
87b559a3-a484-4f53-bacd-a07e137cd74a,"Pole, Wood, 95', CLH5",EOH_PL_WP__305398,"Pole, Wood, 95', CLH5",00015695,CU00000000000104838094
124e3867-349e-4090-bdcb-0c12a249c9b5,"Pole, Wood, 100', CLH2",EOH_PL_WP__554420,"Pole, Wood, 100', CLH2",00002554,CU00000000000014011115
a0bcccf9-3055-43c6-8aff-fead84093a28,"Pole, Wood, 105', CLH1",EOH_PL_WP__554540,"Pole, Wood, 105', CLH1",00002556,CU00000000000014011116
0f8ea5fa-a44c-4fc0-9e53-2928c5933747,"Pole, Wood, 105', CLH2",EOH_PL_WP__554560,"Pole, Wood, 105', CLH2",00002557,CU00000000000014011117
2b00f323-f0ca-4a30-8cb4-6b2c397246aa,"Pole, Wood, 25', CL6",EOH_PL_WP__555460,"Pole, Wood, 25', CL6",00002559,CU00000000000014011118
2329c43a-0a6f-428a-9ee8-e12ec7f0af6d,"Pole, Wood, 25', CL1",EOH_PL_WP__555480,"Pole, Wood, 25', CL1",00005718,CU00000000000014011119
8d1a188b-baf2-4855-8cfc-8449feb16aff,"Pole, Wood, 25', CL2",EOH_PL_WP__555620,"Pole, Wood, 25', CL2",00002560,CU00000000000014011120
4d685708-2b47-4b5f-87d7-140d174b6947,"Pole, Wood, 25', CL3",EOH_PL_WP__555760,"Pole, Wood, 25', CL3",00002562,CU00000000000014011121
f7013d23-b611-4589-938e-f9a5322525b1,"Pole, Wood, 25', CL4",EOH_PL_WP__555900,"Pole, Wood, 25', CL4",00002563,CU00000000000014011122
5d550313-46d9-46c2-aebc-95cb9c5766aa,"Pole, Wood, 25', CL5",EOH_PL_WP__556040,"Pole, Wood, 25', CL5",00002564,CU00000000000014011123
e54e1ab0-c6e4-403d-88df-8639ebb4d6cc,"Pole, Wood, 30', CL5",EOH_PL_WP__556730,"Pole, Wood, 30', CL5",00002567,CU00000000000014011125
49b1146b-ef18-4fe5-b574-a50c7b647359,"Pole, Wood, 30', CL1",EOH_PL_WP__556750,"Pole, Wood, 30', CL1",00002569,CU00000000000014011126
744a317a-036a-4778-b2a5-e0ceff33ef14,"Pole, Wood, 30', CL2",EOH_PL_WP__556890,"Pole, Wood, 30', CL2",00002570,CU00000000000014011127
4c500221-37ed-45dc-adca-7fae1956a516,"Pole, Wood, 30', CL3",EOH_PL_WP__557030,"Pole, Wood, 30', CL3",00002572,CU00000000000014011128
0577fa5f-3a6c-4eb8-80ac-d0f4bde905a5,"Pole, Wood, 30', CL4",EOH_PL_WP__557170,"Pole, Wood, 30', CL4",00002573,CU00000000000014011129
4e155c12-22fa-4b3b-a24b-5ae1bf784fbc,"Pole, Wood, 35', CL5",EOH_PL_WP__558140,"Pole, Wood, 35', CL5",00002575,CU00000000000014011130
562bdffe-24e7-4524-a43b-12e0bb0f678b,"Pole, Wood, 35', CL1",EOH_PL_WP__558190,"Pole, Wood, 35', CL1",00002576,CU00000000000014011131
32a7363d-5ecf-44da-83a4-25397e7709cf,"Pole, Wood, 35', CL2",EOH_PL_WP__558330,"Pole, Wood, 35', CL2",00002578,CU00000000000014011132
32a755db-311e-4d22-9e82-29312f1aa2aa,"Pole, Wood, 35', CL3",EOH_PL_WP__558470,"Pole, Wood, 35', CL3",00002579,CU00000000000014011133
236708ba-d867-45a0-b6b2-df09fd9be8fa,"Pole, Wood, 35', CL4",EOH_PL_WP__558610,"Pole, Wood, 35', CL4",00002581,CU00000000000014011134
6130098b-59f9-44bb-837d-61445db1f101,"Pole, Wood, 40', CL5",EOH_PL_WP__559210,"Pole, Wood, 40', CL5",00002582,CU00000000000014011135
5764e2ea-ab4d-45e3-ae36-2981b707ace7,"Pole, Wood, 40', CL1",EOH_PL_WP__559220,"Pole, Wood, 40', CL1",00002584,CU00000000000014011136
c1651845-c41a-49ad-a60e-398f1ede1252,"Pole, Wood, 40', CL2",EOH_PL_WP__559340,"Pole, Wood, 40', CL2",00002585,CU00000000000014011137
75489b53-f330-43d6-a035-f0c2bc9a029f,"Pole, Wood, 40', CL3",EOH_PL_WP__559460,"Pole, Wood, 40', CL3",00002587,CU00000000000014011138
d84a1be3-5d25-41b7-93ae-55f8286cb20f,"Pole, Wood, 40', CL4",EOH_PL_WP__559580,"Pole, Wood, 40', CL4",00002589,CU00000000000014011139
28be6273-e2a8-494a-bb0d-668ec05892f8,"Pole, Wood, 45', CL1",EOH_PL_WP__560000,"Pole, Wood, 45', CL1",00002590,CU00000000000014011140
40a8a580-0ef2-4e6f-a1be-bc222cc00e13,"Pole, Wood, 45', CL2",EOH_PL_WP__560120,"Pole, Wood, 45', CL2",00002592,CU00000000000014011141
448bce93-71c4-490e-8a27-5ce9cc5d3156,"Pole, Wood, 45', CL3",EOH_PL_WP__560240,"Pole, Wood, 45', CL3",00002593,CU00000000000014011142
0c399f98-019c-4d0b-bd3b-e1762cfbac12,"Pole, Wood, 45', CL4",EOH_PL_WP__560360,"Pole, Wood, 45', CL4",00002595,CU00000000000014011143
9b700784-258d-4b51-b9bb-358caaa8f704,"Pole, Wood, 45', CL5",EOH_PL_WP__560480,"Pole, Wood, 45', CL5",00002596,CU00000000000014011144
8fc91704-7831-4ad4-9b41-d5b3b645ee02,"Pole, Wood, 50', CL1",EOH_PL_WP__560770,"Pole, Wood, 50', CL1",00002598,CU00000000000014011145
71706d29-19c5-4de3-9df9-d0cb33f290f6,"Pole, Wood, 50', CL2",EOH_PL_WP__560850,"Pole, Wood, 50', CL2",00002599,CU00000000000014011146
d6b99ed8-88dc-4d1a-8a82-30a46913777d,"Pole, Wood, 50', CL3",EOH_PL_WP__560930,"Pole, Wood, 50', CL3",00002601,CU00000000000014011147
1fa3ed06-d15e-42e2-a965-6f4ad65726c3,"Pole, Wood, 50', CL4",EOH_PL_WP__561010,"Pole, Wood, 50', CL4",00002602,CU00000000000014011148
41b1283d-e031-4c32-a8a4-fedc6fd17f5d,"Pole, Wood, 55', CL1",EOH_PL_WP__561310,"Pole, Wood, 55', CL1",00002604,CU00000000000014011149
049e0fa3-f9f7-4b98-b00f-7442c8a53c5e,"Pole, Wood, 55', CL2",EOH_PL_WP__561390,"Pole, Wood, 55', CL2",00002605,CU00000000000014011150
2c2b2944-8cc7-4570-88ad-a14cd02b2bfb,"Pole, Wood, 55', CL3",EOH_PL_WP__561470,"Pole, Wood, 55', CL3",00002607,CU00000000000014011151
039b9fbb-3d03-4063-bf7f-b79a8ace00c5,"Pole, Wood, 55', CL4",EOH_PL_WP__561550,"Pole, Wood, 55', CL4",00002608,CU00000000000014011152
bcccb93b-3e10-4929-aa02-c228d3c59ccd,"Pole, Wood, 60', CLH1",EOH_PL_WP__561760,"Pole, Wood, 60', CLH1",00002610,CU00000000000014011153
2c632b2c-c6dd-4c14-b1d1-3859dc028836,"Pole, Wood, 60', CLH2",EOH_PL_WP__561800,"Pole, Wood, 60', CLH2",00002611,CU00000000000014011154
34ed9a87-b2b2-412a-9cf1-64301d5ece96,"Pole, Wood, 60', CL1",EOH_PL_WP__561840,"Pole, Wood, 60', CL1",00002613,CU00000000000014011155
4c504b49-af0a-4fc7-af96-a09b19b9c15a,"Pole, Wood, 60', CL2",EOH_PL_WP__561920,"Pole, Wood, 60', CL2",00002614,CU00000000000014011156
80b06124-7ab6-428a-ae90-489736eb4ace,"Pole, Wood, 60', CL3",EOH_PL_WP__562000,"Pole, Wood, 60', CL3",00002616,CU00000000000014011157
f99904da-93ff-4cfb-89f7-1605c7667b65,"Pole, Wood, 65', CLH1",EOH_PL_WP__562220,"Pole, Wood, 65', CLH1",00002617,CU00000000000014011158
299dd06a-c542-4b4c-921a-a50913896579,"Pole, Wood, 65', CLH2",EOH_PL_WP__562260,"Pole, Wood, 65', CLH2",00002619,CU00000000000014011159
dd5199e9-bd67-49d6-a379-6ab3e4b70d5b,"Pole, Wood, 65', CL1",EOH_PL_WP__562300,"Pole, Wood, 65', CL1",00002620,CU00000000000014011160
8317317b-2ef3-4836-b9cb-11641f80a3ad,"Pole, Wood, 65', CL2",EOH_PL_WP__562340,"Pole, Wood, 65', CL2",00002622,CU00000000000014011161
5bcd0fc7-2fdc-48c1-8174-11d3d948ccbc,"Pole, Wood, 65', CL3",EOH_PL_WP__562380,"Pole, Wood, 65', CL3",00002623,CU00000000000014011162
1b9fe2f8-ab3b-4a9f-9067-2ea3abbbde0a,"Pole, Wood, 70', CLH1",EOH_PL_WP__562500,"Pole, Wood, 70', CLH1",00002625,CU00000000000014011163
80e4a726-5407-4d1b-aaf3-d3ba22d2afae,"Pole, Wood, 70', CLH2",EOH_PL_WP__562540,"Pole, Wood, 70', CLH2",00002626,CU00000000000014011164
3ae614fe-93cc-4ce5-98da-614f41b442b9,"Pole, Wood, 70', CL1",EOH_PL_WP__562580,"Pole, Wood, 70', CL1",00002628,CU00000000000014011165
08c093f8-3499-4e28-b9a4-8fb233f1e471,"Pole, Wood, 70', CL2",EOH_PL_WP__562620,"Pole, Wood, 70', CL2",00002629,CU00000000000014011166
8606c39e-e982-49e6-87a6-ca3ac12dd1b6,"Pole, Wood, 70', CL3",EOH_PL_WP__562660,"Pole, Wood, 70', CL3",00002631,CU00000000000014011167
c78a1d3e-c384-4180-a0d7-53d658e2e9f6,"Pole, Wood, 75', CLH1",EOH_PL_WP__562750,"Pole, Wood, 75', CLH1",00002632,CU00000000000014011168
cd50e319-cd7b-4690-93db-f21242f6ed3a,"Pole, Wood, 75', CLH2",EOH_PL_WP__562790,"Pole, Wood, 75', CLH2",00002634,CU00000000000014011169
96dfda34-8afb-4afa-bf62-e7cf391906ba,"Pole, Wood, 75', CL1",EOH_PL_WP__562830,"Pole, Wood, 75', CL1",00002635,CU00000000000014011170
adb96842-f51f-4288-bca9-414b8455c5dc,"Pole, Wood, 75', CL2",EOH_PL_WP__562870,"Pole, Wood, 75', CL2",00002636,CU00000000000014011171
ba73265f-d36b-4562-9fdf-5476d9af29dd,"Pole, Wood, 75', CL3",EOH_PL_WP__562910,"Pole, Wood, 75', CL3",00002638,CU00000000000014011172
4b8e430a-e915-4e54-a06a-7bd12219b74a,"Pole, Wood, 80', CLH1",EOH_PL_WP__563010,"Pole, Wood, 80', CLH1",00002639,CU00000000000014011173
079ac6c5-06d7-4c3d-81fb-a0176b8aa735,"Pole, Wood, 80', CLH2",EOH_PL_WP__563050,"Pole, Wood, 80', CLH2",00002641,CU00000000000014011174
fc844f4e-41bf-49c3-b312-092637701788,"Pole, Wood, 80', CL1",EOH_PL_WP__563090,"Pole, Wood, 80', CL1",00002642,CU00000000000014011175
ee100262-d259-41f1-9ec2-039a736af089,"Pole, Wood, 80', CL2",EOH_PL_WP__563130,"Pole, Wood, 80', CL2",00002644,CU00000000000014011176
ca0a4453-240d-4ec4-a8a1-5e66246c3978,"Pole, Wood, 80', CL3",EOH_PL_WP__563170,"Pole, Wood, 80', CL3",00002645,CU00000000000014011177
43398c69-914d-4a26-9741-27b33ad7d81c,"Pole, Wood, 85', CLH1",EOH_PL_WP__563260,"Pole, Wood, 85', CLH1",00002647,CU00000000000014011178
e592ca5b-4cd7-4268-8e51-f2a493272a5f,"Pole, Wood, 85', CLH2",EOH_PL_WP__563300,"Pole, Wood, 85', CLH2",00002648,CU00000000000014011179
19e91527-dca6-4ace-8d17-a4bba20c2f61,"Pole, Wood, 85', CL1",EOH_PL_WP__563340,"Pole, Wood, 85', CL1",00002650,CU00000000000014011180
3dfcb321-5019-46a4-b3ac-34f008603d83,"Pole, Wood, 85', CL2",EOH_PL_WP__563380,"Pole, Wood, 85', CL2",00002651,CU00000000000014011181
e20c0ef3-007e-4adc-9dc4-74f5f70ec410,"Pole, Wood, 85', CL3",EOH_PL_WP__563420,"Pole, Wood, 85', CL3",00002653,CU00000000000014011182
ec4f6224-b19e-4bb9-a658-cdaaca9da905,"Pole, Wood, 90', CLH1",EOH_PL_WP__563560,"Pole, Wood, 90', CLH1",00002654,CU00000000000014011183
5120f0a6-fb5b-40a9-bc01-110285e781a3,"Pole, Wood, 90', CLH2",EOH_PL_WP__563600,"Pole, Wood, 90', CLH2",00002656,CU00000000000014011184
e500911d-c0ca-482b-9657-b43cc2c68bab,"Pole, Wood, 90', CL1",EOH_PL_WP__563640,"Pole, Wood, 90', CL1",00002657,CU00000000000014011185
aa9d59e4-c242-4de4-a7bd-2f7a18e11330,"Pole, Wood, 90', CL2",EOH_PL_WP__563680,"Pole, Wood, 90', CL2",00002659,CU00000000000014011186
7fd7733f-1350-44b6-925c-5eca7e09fd9d,"Pole, Wood, 95', CLH1",EOH_PL_WP__563770,"Pole, Wood, 95', CLH1",00002660,CU00000000000014011187
50b15aea-ae33-4038-8f25-31dc09e3da94,"Pole, Wood, 95', CLH2",EOH_PL_WP__563810,"Pole, Wood, 95', CLH2",00002662,CU00000000000014011188
f4801c48-24ce-4587-97bd-2104111e2083,"Pole, Wood, 95', CL1",EOH_PL_WP__563850,"Pole, Wood, 95', CL1",00002663,CU00000000000014011189
4d5a5e38-ab3e-44cf-b017-33a037bbec97,"Pole, Wood, 55', CLH1",EOH_PL_WP__721440,"Pole, Wood, 55', CLH1",00002664,CU00000000000014011190
d30f19e1-f33e-41de-899a-3324335cdea0,"Pole, Wood, 40', CLH1",EOH_PL_WP__733390,"Pole, Wood, 40', CLH1",00002665,CU00000000000014011191
49290ae2-e70a-4cae-ba6b-744c6c64b5e2,"Pole, Wood, 45', CLH1",EOH_PL_WP__733460,"Pole, Wood, 45', CLH1",00002667,CU00000000000014011192
ca5dd301-0298-49f4-882e-1abacac0e816,"Pole, Wood, 45', CLH2",EOH_PL_WP__733500,"Pole, Wood, 45', CLH2",00002668,CU00000000000014011193
bebc153b-17e6-4d1c-ac32-4e7f7b735ac8,"Pole, Wood, 50', CLH1",EOH_PL_WP__733540,"Pole, Wood, 50', CLH1",00002670,CU00000000000014011194
e594819b-21d1-4497-ac03-42c56f4dab28,"Pole, Wood, 50', CLH2",EOH_PL_WP__733560,"Pole, Wood, 50', CLH2",00002671,CU00000000000014011195
9e921f61-0d26-4a99-8eb3-19bcfebbf140,"Pole, Wood, 55', CLH2",EOH_PL_WP__737170,"Pole, Wood, 55', CLH2",00002673,CU00000000000014011196
af842dbc-ee65-42a0-8fbc-5a6446868e6d,"Pole, Wood, 55', CLH3",EOH_PL_WP__737190,"Pole, Wood, 55', CLH3",00002674,CU00000000000014011197
0badcab6-2ff0-4d3c-a2ce-73d05a4a5cc0,"Pole, Wood, 60', CLH3",EOH_PL_WP__737280,"Pole, Wood, 60', CLH3",00002676,CU00000000000014011198
ce3c3f0b-a75b-4444-8bbd-d3f1a5c31f85,"Pole, Wood, 60', CLH4",EOH_PL_WP__737300,"Pole, Wood, 60', CLH4",00002677,CU00000000000014011199
fc7d2cbd-9f8a-416d-81dc-28cabf7a8a18,"Pole, Wood, 65', CLH3",EOH_PL_WP__737340,"Pole, Wood, 65', CLH3",00002679,CU00000000000014011200
cb8de0e1-7ac4-4f58-a057-a9c809019b78,"Pole, Wood, 65', CLH4",EOH_PL_WP__737360,"Pole, Wood, 65', CLH4",00002680,CU00000000000014011201
36bef33c-b110-4d13-862f-146c045356be,"Pole, Wood, 70', CLH3",EOH_PL_WP__737400,"Pole, Wood, 70', CLH3",00002682,CU00000000000014011202
531d9b20-18b4-4672-9dd0-94900671896f,"Pole, Wood, 70', CLH4",EOH_PL_WP__737420,"Pole, Wood, 70', CLH4",00002683,CU00000000000014011203
c60cecb1-9dfc-41da-8684-d2232e4198f1,"Pole, Wood, 75', CLH3",EOH_PL_WP__737460,"Pole, Wood, 75', CLH3",00002685,CU00000000000014011204
729e0400-bdb0-45d7-b9f2-27afb533a49b,"Pole, Wood, 75', CLH4",EOH_PL_WP__737480,"Pole, Wood, 75', CLH4",00002686,CU00000000000014011205
34a90c6b-4a73-42a5-be5f-8e8a15a7741d,"Pole, Wood, 75', CLH5",EOH_PL_WP__737500,"Pole, Wood, 75', CLH5",00002688,CU00000000000014011206
01687e8e-27cc-4ffc-ae14-a4e99fc26818,"Pole, Wood, 80', CLH3",EOH_PL_WP__737520,"Pole, Wood, 80', CLH3",00002689,CU00000000000014011207
47508632-038b-4710-9855-bcc4d577c6e7,"Pole, Wood, 80', CLH4",EOH_PL_WP__737540,"Pole, Wood, 80', CLH4",00002691,CU00000000000014011208
fb765714-491a-44a0-9bd8-9c756a14456e,"Pole, Wood, 80', CLH5",EOH_PL_WP__737560,"Pole, Wood, 80', CLH5",00002692,CU00000000000014011209
2b458348-9b4e-43bc-bd12-ebeb9ffcf20e,"Pole, Wood, 85', CLH3",EOH_PL_WP__737580,"Pole, Wood, 85', CLH3",00002694,CU00000000000014011310
c9771eab-b3c0-4b82-a8c0-9f252b22b6dc,"Pole, Wood, 85', CLH4",EOH_PL_WP__737600,"Pole, Wood, 85', CLH4",00002695,CU00000000000014011311
ed115b88-6690-416c-9fce-3c3b9eef509d,"Pole, Wood, 85', CLH5",EOH_PL_WP__737630,"Pole, Wood, 85', CLH5",00002697,CU00000000000014011312
e1a16df3-80be-4ebe-9541-4663bd95508f,"Pole, Wood, 90', CLH3",EOH_PL_WP__737640,"Pole, Wood, 90', CLH3",00002698,CU00000000000014011313
80eff2b9-1367-4ea4-8722-2944060ba07b,"Pole, Wood, 90', CLH4",EOH_PL_WP__737660,"Pole, Wood, 90', CLH4",00002700,CU00000000000014011314
468d9253-e39c-4286-8e49-02bad229d517,"Pole, Wood, 90', CLH5",EOH_PL_WP__737690,"Pole, Wood, 90', CLH5",00002701,CU00000000000014011315
1c2937a5-433e-42a2-899c-4c349797113c,"Pole, Wood, 95', CLH3",EOH_PL_WP__737700,"Pole, Wood, 95', CLH3",00002703,CU00000000000014011316
41e7c0e3-470b-49a8-86d4-e04fd26b2cb6,"Pole, Wood, 95', CLH4",EOH_PL_WP__737720,"Pole, Wood, 95', CLH4",00002704,CU00000000000014011317
5d259163-a7b1-4d2b-b02a-3de4f3245bad,"Pole, Wood, 100', CLH4",EOH_PL_WP__737780,"Pole, Wood, 100', CLH4",00002706,CU00000000000014011318
a0edb2fb-2e48-4196-ac01-4bd8306bd9ea,"Pole, Wood, 100', CLH5",EOH_PL_WP__737810,"Pole, Wood, 100', CLH5",00002707,CU00000000000014011319
520a592b-7938-4e00-95fe-d0cc6dfadaf1,"Pole, Wood, 105', CLH4",EOH_PL_WP__737830,"Pole, Wood, 105', CLH4",00002709,CU00000000000014011320
950f259a-347e-45dd-96e4-fc79944ff3c3,"Remove TX, OH, 1Ph, 25 kVA and Smaller",EOH_REM_OTX400104,"Remove TX, OH, 1Ph, 25 kVA and Smaller",00002829,CU00000000000014011402
a3740f52-8996-43a1-86f2-de066b096e82,"Remove TX, OH, 3Ph, 112.5 kVA and Larger",EOH_REM_OTX400109,"Remove TX, OH, 3Ph, 112.5 kVA and Larger",00002831,CU00000000000014011403
7ddb93fe-ac6c-42c0-8a10-af109b4acd6c,"Remove TX, OH, 1Ph, 37.5 kVA and Larger",EOH_REM_OTX400305,"Remove TX, OH, 1Ph, 37.5 kVA and Larger",00002833,CU00000000000014011405
922f9b69-3aa8-4efc-bba2-b7e68a75b98d,"Remove TX, OH, 3Ph, 75 kVA and Smaller",EOH_REM_OTX400307,"Remove TX, OH, 3Ph, 75 kVA and Smaller",00002836,CU00000000000014011407
9715077a-ab59-4d65-9cee-9a15382f3183,"Remove Dist Pole, Wood, Up to 50'",EOH_REM_POL400018,"Remove Dist Pole, Wood, Up to 50'",00002845,CU00000000000014011513
57f6d89c-ccf0-41c0-adfa-544a85d7fc22,"Remove Dist Pole, Wood, 55' - 75'",EOH_REM_POL400019,"Remove Dist Pole, Wood, 55' - 75'",00002847,CU00000000000014011514
17aa5168-c716-4aeb-a2a6-1cf777fce15f,"Remove Dist Pole, Wood, 80' - 100'",EOH_REM_POL400020,"Remove Dist Pole, Wood, 80' - 100'",00002848,CU00000000000014011515
4cab8eec-5302-44fa-b9c9-ce0700accf70,"Remove Dist Pole, Wood, Over 100'",EOH_REM_POL400021,"Remove Dist Pole, Wood, Over 100'",00002850,CU00000000000014011516
976df7da-fb1a-4358-af48-fec310d50e77,Remove Pole Top,EOH_REM_POL400213,Remove Pole Top,00002851,CU00000000000014011517
cac59c65-4a5f-4600-8b61-f17f889c5eba,"TX, OH, 1Ph, 250kVA, 21L-L, 12/21Y",EOH_STEP_TX601300,"TX, OH, 1Ph, 250kVA, 21L-L, 12/21Y",00003531,CU00000000000014012338
c20bfdb2-9dce-45cc-bc4d-4053c71b5e2b,"TX, OH, STRMLN, 50kVA, 12/21, 120/240",EOH_STR_TRF601950,"TX, OH, STRMLN, 50kVA, 12/21, 120/240",00003596,CU00000000000014012376
e01ca85b-1a1a-485a-b9a1-7b7cd6f83617,"TX, OH, STRMLN, 50kVA, 4.2/7.2,120/240",EOH_STR_TRF602120,"TX, OH, STRMLN, 50kVA, 4.2/7.2,120/240",00003598,CU00000000000014012377
e436cc5c-e19c-453d-bbe3-ca349793872c,"TX, OH, 1Ph, 50kVA, 2.4/4.2, 240/480",EOH_TX_1_PH304303,"TX, OH, 1Ph, 50kVA, 2.4/4.2, 240/480",00013799,CU00000000000029517997
bb5767b0-5a27-4156-973d-344ddfbe4349,"TX, OH, 1Ph, 100kVA, 2.4/4.2, 240/480",EOH_TX_1_PH304304,"TX, OH, 1Ph, 100kVA, 2.4/4.2, 240/480",00013800,CU00000000000029517998
7fbc5e61-bf79-45ec-b34f-d605f4fb44de,"TX, OH, 1Ph, 167kVA, 2.4/4.2, 240/480",EOH_TX_1_PH304305,"TX, OH, 1Ph, 167kVA, 2.4/4.2, 240/480",00013801,CU00000000000029517999
f2dd6492-c1a5-4e99-8d3d-faf0142e0a10,"TX, OH, 1Ph, 100kVA, 2.4X4.8, 240/480",EOH_TX_1_PH304306,"TX, OH, 1Ph, 100kVA, 2.4X4.8, 240/480",00013802,CU00000000000029518000
fcd4911e-b6db-4e4a-bce1-70be2b57f368,"TX, OH, 1Ph, 167kVA, 4.2/7.2, 120/240",EOH_TX_1_PH304307,"TX, OH, 1Ph, 167kVA, 4.2/7.2, 120/240",00013803,CU00000000000029518001
b7454bb6-75d6-49ed-870e-03e2837ed217,"TX, OH, 1Ph, 25kVA,4.2/7.2,120/240,SSTL",EOH_TX_1_PH304308,"TX, OH, 1Ph, 25kVA,4.2/7.2,120/240,SSTL",00013804,CU00000000000029518002
ee0b3c05-0052-4fa6-936c-1c252471b06a,"TX, OH, 1Ph, 50kVA,4.2/7.2,120/240,SSTL",EOH_TX_1_PH304309,"TX, OH, 1Ph, 50kVA,4.2/7.2,120/240,SSTL",00013805,CU00000000000029518003
79f7b7b4-f664-41b8-b930-e458b22d08c5,"TX, OH, 1Ph, 100kVA,4.2/7.2,120/240,SSTL",EOH_TX_1_PH304310,"TX, OH, 1Ph, 100kVA,4.2/7.2,120/240,SSTL",00013806,CU00000000000029518004
cc9be84b-324f-4567-a4e2-d1b1d539fb31,"TX, OH, 1Ph, 167kVA,4.2/7.2,120/240,SSTL",EOH_TX_1_PH304311,"TX, OH, 1Ph, 167kVA,4.2/7.2,120/240,SSTL",00013807,CU00000000000029518005
05381d19-dedf-4377-98c1-3164c741972d,"TX, OH, 1Ph, 25kVA, 4.2/7.2, 240/480",EOH_TX_1_PH304312,"TX, OH, 1Ph, 25kVA, 4.2/7.2, 240/480",00013808,CU00000000000029518006
899a0b36-c9c6-45bf-a47a-6ae0b5d1367c,"TX, OH, 1Ph, 50kVA, 4.2/7.2, 240/480",EOH_TX_1_PH304313,"TX, OH, 1Ph, 50kVA, 4.2/7.2, 240/480",00013809,CU00000000000029518007
19989802-cd3a-4863-af22-f6710c8765c7,"TX, OH, 1Ph, 167kVA, 4.2/7.2, 240/480",EOH_TX_1_PH304314,"TX, OH, 1Ph, 167kVA, 4.2/7.2, 240/480",00013810,CU00000000000029518008
d3c5a5d9-80b6-4bdf-8a65-c58b86a8fc69,"TX, OH, 1Ph, 50kVA, 7.2/12.470, 120/240",EOH_TX_1_PH304315,"TX, OH, 1Ph, 50kVA, 7.2/12.470, 120/240",00013811,CU00000000000029518009
b5543119-9c15-4f4f-b58f-531cc280fc4c,"TX, OH, 1Ph, 167kVA, 7.2/12.470, 120/240",EOH_TX_1_PH304316,"TX, OH, 1Ph, 167kVA, 7.2/12.470, 120/240",00013812,CU00000000000029540510
d964e164-9860-4758-bce8-8fcde45c683a,"TX, OH,1Ph,50kVA,7.2/12.470,120/240,SSTL",EOH_TX_1_PH304317,"TX, OH,1Ph,50kVA,7.2/12.470,120/240,SSTL",00014912,CU00000000000029540511
c1dd5b40-93a4-432b-b2d8-15386ab54b68,"TX, OH, 1Ph, 250kVA, 12/21, 120/240",EOH_TX_1_PH304318,"TX, OH, 1Ph, 250kVA, 12/21, 120/240",00013813,CU00000000000029540512
c365c016-d5d7-4446-81e4-d49b5675ed26,"TX, OH, 1Ph, 500kVA, 12/21, 120/240",EOH_TX_1_PH304319,"TX, OH, 1Ph, 500kVA, 12/21, 120/240",00013814,CU00000000000029540513
3702738b-8b6e-449a-9d19-c8b9fc1c1889,"TX, OH, 1Ph, 250kVA, 12/21, 240/480",EOH_TX_1_PH304320,"TX, OH, 1Ph, 250kVA, 12/21, 240/480",00013815,CU00000000000029540514
0248925c-7bc5-424c-967e-bc4aa3efdc5f,"TX, OH, 1Ph, 500kVA, 12/21, 240/480",EOH_TX_1_PH304321,"TX, OH, 1Ph, 500kVA, 12/21, 240/480",00013816,CU00000000000029540515
705f0ab2-7f3a-46ef-bf39-d61298629143,"TX, OH, 1Ph, 100kVA,12/21, 2.4/4.2",EOH_TX_1_PH304322,"TX, OH, 1Ph, 100kVA,12/21, 2.4/4.2",00013817,CU00000000000029540516
b3813ce3-dbc1-404d-90fa-5ec6c66fdc8c,"TX, OH, 1Ph, 167kVA,12/21, 2.4/4.2",EOH_TX_1_PH304323,"TX, OH, 1Ph, 167kVA,12/21, 2.4/4.2",00013818,CU00000000000029540517
4ff04272-9872-4f7d-8291-6600ee845735,"TX, OH, 1Ph, 250kVA,12/21, 2.4/4.2",EOH_TX_1_PH304324,"TX, OH, 1Ph, 250kVA,12/21, 2.4/4.2",00013819,CU00000000000029540518
